inputName,DEVICE,BOARD,FUNCTION,DATA_TYPE,SS_VAL_1,SV_VAL_1,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,V_VAL_29,V_VAL_30,V_VAL_31,V_VAL_32,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,M_VAL_33,M_VAL_34,M_VAL_35,M_VAL_36,M_VAL_37,M_VAL_38,M_VAL_39,M_VAL_40,M_VAL_41,M_VAL_42,M_VAL_43,M_VAL_44,M_VAL_45,M_VAL_46,M_VAL_47,M_VAL_48,M_VAL_49,M_VAL_50,M_VAL_51,M_VAL_52,M_VAL_53,M_VAL_54,M_VAL_55,M_VAL_56,M_VAL_57,M_VAL_58,M_VAL_59,M_VAL_60,M_VAL_61,M_VAL_62,M_VAL_63,M_VAL_64,M_VAL_65,M_VAL_66,M_VAL_67,M_VAL_68,M_VAL_69,M_VAL_70,M_VAL_71,M_VAL_72
79,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3173.2314453125,0.0,3047.836669921875,0.0,7515.86279296875,0.0,0.0,10011.9501953125,2398.645263671875,283.2763977050781,1421.324951171875,0.0,4953.55712890625,0.0,0.0,9827.91015625,0.0,0.0,3328.705322265625,0.0,5249.970703125,218.90499877929688,0.0,7299.59716796875,1804.220703125,0.0,5031.31396484375,502.166259765625,9515.6845703125,0.0,0.0,7955.2177734375,0.0,0.0,5756.5283203125,1093.0469970703125,1035.9456787109375,0.0,0.0,5939.72802734375,0.0,97.44207763671876,3833.006103515625,0.0,2976.380126953125,0.0,0.0,6777.708984375,0.0,254.0956268310547,1960.37353515625,1994.4427490234373,3499.779541015625,0.0,0.0,3687.517333984375,0.0,0.0,2605.9423828125,1985.395263671875,1418.2276611328125,0.0,0.0,4020.678955078125,0.0,0.0,2098.1953125,36.68393325805664,2736.043701171875,918.2887573242188,0.0,2716.7353515625
78,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3756.576416015625,0.0,6413.6865234375,0.0,6430.32666015625,0.0,0.0,9006.0625,0.0,0.0,2865.3330078125,0.0,9023.140625,939.46484375,154.6660919189453,8789.7646484375,0.0,0.0,1835.8968505859373,686.7337646484375,1509.1365966796875,3201.884033203125,396.3541870117188,6462.0009765625,0.0,0.0,5483.03564453125,0.0,9575.9921875,0.0,0.0,5054.9794921875,721.7676391601562,0.0,2051.97607421875,0.0,4743.34228515625,0.0,0.0,5593.9091796875,0.0,0.0,1454.4134521484375,264.8232421875,1367.849365234375,760.8309326171875,0.0,5906.51220703125,0.0,198.61355590820312,4947.33984375,679.0109252929688,4847.73486328125,0.0,0.0,4157.359375,0.0,0.0,3171.598388671875,2935.551513671875,6349.31494140625,606.0342407226562,0.0,3246.103759765625,0.0,0.0,2211.1279296875,0.0,1835.658447265625,0.0,0.0,3285.045654296875
87,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,392.91986083984375,2015.18505859375,0.0,2063.238525390625,642.5602416992188,0.0,7053.53173828125,0.0,0.0,2866.76220703125,0.0,2359.741455078125,200.1680450439453,0.0,3570.042724609375,263.4963073730469,19.130634307861328,0.0,0.0,0.0,574.568603515625,270.42254638671875,864.2318115234375,0.0,0.0,1701.4490966796875,963.107421875,1085.2989501953125,0.0,0.0,2980.5771484375,0.0,232.07681274414065,873.57861328125,156.55039978027344,1074.703369140625,78.49562072753906,1045.502685546875,1908.8011474609373,0.0,0.0,0.0,0.0,217.5404815673828,340.7660522460937,127.68316650390624,0.0,0.0,0.0,111.57562255859376,106.18807983398438,0.0,83.91596984863281,0.0,1851.236083984375,0.0,80.30514526367188,0.0,122.74871063232422,135.78115844726562,0.0,171.8379669189453,1431.1904296875,0.0,0.0,0.0,0.0,284.8525695800781,0.0,0.0,148.11407470703125
6,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.83447265625,0.0,5289.84033203125,0.0,5960.68994140625,1126.7197265625,0.0,13153.416015625,3162.18603515625,435.4939880371094,11977.072265625,3712.71484375,11872.46484375,0.0,0.0,11016.6484375,0.0,0.0,4977.19189453125,0.0,9864.48828125,241.3033447265625,0.0,10511.541015625,4781.26416015625,0.0,9131.466796875,0.0,9917.9267578125,0.0,237.68707275390625,7980.6796875,0.0,0.0,5291.05712890625,4292.49267578125,8859.2275390625,0.0,1179.4713134765625,7232.89306640625,0.0,0.0,3824.44775390625,0.0,12735.9130859375,0.0,0.0,12914.791015625,857.0460205078125,0.0,6706.19482421875,5799.3359375,7419.26318359375,0.0,0.0,7762.8564453125,175.27108764648438,0.0,4979.15966796875,601.3037719726562,8165.24560546875,0.0,0.0,9944.6142578125,0.0,203.8018951416016,6667.59375,0.0,9637.6015625,0.0,0.0,9565.62890625
68,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,246.9305419921875,320.3357849121094,0.0,397.6156311035156,0.0,185.04296875,393.0079956054688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2823.586669921875,0.0,5476.123046875,0.0,0.0,11825.53125,3376.35107421875,0.0,6221.798828125,4511.392578125,6735.64892578125,0.0,0.0,12243.3076171875,322.51983642578125,0.0,8473.291015625,0.0,4722.94189453125,755.3135986328125,0.0,5839.23974609375,2215.28173828125,0.0,2587.05126953125,728.4848022460938,4730.38916015625,1610.1585693359375,0.0,13238.72265625,46.16036987304688,0.0,6400.00830078125,1163.325927734375,10616.806640625,0.0,0.0,8017.96240234375,2687.48876953125,0.0,2229.98193359375,0.0,9081.16015625,0.0,0.0,11045.435546875,0.0,0.0,5041.26611328125,0.0,6523.3173828125,1297.0113525390625,0.0,9615.2724609375,189.24725341796875,0.0,5476.529296875,2893.72705078125,6333.16943359375,0.0,0.0,7765.50244140625,1002.5567626953124,0.0,4365.4345703125,0.0,9216.587890625,0.0,0.0,6346.15087890625
1,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3159.122314453125,0.0,6735.39697265625,0.0,12476.0849609375,0.0,0.0,12257.607421875,0.0,0.0,5626.5244140625,2686.965576171875,3842.005615234375,4793.85009765625,0.0,11063.83203125,2125.3203125,1429.9649658203125,8490.46484375,0.0,6599.68505859375,0.0,0.0,8135.39794921875,961.7759399414062,0.0,7424.634765625,0.0,4667.52490234375,0.0,0.0,8813.6455078125,0.0,0.0,4911.77880859375,1248.0074462890625,5665.5908203125,0.0,0.0,8787.255859375,0.0,322.8450927734375,5785.2900390625,0.0,5643.2138671875,0.0,0.0,7587.513671875,3279.868896484375,0.0,4345.18212890625,2362.589599609375,7850.6650390625,0.0,0.0,8752.078125,0.0,0.0,3715.943603515625,2402.8115234375,2130.0693359375,0.0,0.0,5542.73876953125,0.0,365.30072021484375,3539.811279296875,0.0,6560.16162109375,738.961669921875,0.0,4065.087646484375
45,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6293.35302734375,0.0,2707.308349609375,282.0281066894531,0.0,7943.24462890625,0.0,1721.3746337890625,2280.185546875,0.0,2589.521484375,0.0,834.2353515625,5190.501953125,0.0,171.7659149169922,79.5321273803711,0.0,133.34799194335938,900.7215576171876,574.5648803710938,271.7680358886719,0.0,615.7099609375,1023.790283203125,2433.69873046875,1643.2388916015625,0.0,0.0,2797.790283203125,0.0,432.5729675292969,490.1749267578125,205.87191772460932,719.6316528320312,0.0,0.0,1564.8724365234375,0.0,376.5563659667969,0.0,0.0,66.58525848388672,0.0,223.4353790283203,114.38660430908205,0.0,0.0,0.0,166.98487854003906,0.0,0.0,0.0,1589.63525390625,0.0,0.0,144.75718688964844,0.0,13.50805950164795,0.0,0.0,662.8636474609375,0.0,69.58123779296875,1.9000635147094729,0.0,0.0,0.0,29.21575927734375,9.390522003173828
33,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096.71484375,0.0,4909.58642578125,494.4964294433594,8503.1044921875,0.0,0.0,12250.46484375,0.0,862.1561889648438,4695.615234375,0.0,6104.49609375,0.0,0.0,7661.84619140625,0.0,0.0,4606.7392578125,0.0,3921.923828125,1548.6448974609375,0.0,5916.5673828125,0.0,4619.65478515625,4051.30126953125,2187.36962890625,5236.3046875,0.0,0.0,7104.65234375,0.0,0.0,3655.689208984375,0.0,6215.55908203125,88.29046630859375,0.0,5670.3505859375,0.0,0.0,4474.77978515625,0.0,1275.06103515625,875.5872192382812,1040.730224609375,4680.35546875,0.0,1181.739990234375,2735.276611328125,3194.979248046875,2317.32421875,0.0,0.0,6923.724609375,0.0,460.97601318359375,3757.711669921875,497.3937377929688,4516.5791015625,0.0,0.0,7487.7275390625,0.0,1243.63232421875,1727.531005859375,471.7533874511719,1341.4061279296875,0.0,0.0,1714.489013671875
15,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,180.10411071777344,39.713775634765625,0.0,0.0,0.0,0.0,21.818395614624023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,32.55268859863281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2344.023681640625,0.0,5641.14306640625,1371.3028564453125,0.0,7555.068359375,0.0,0.0,3529.654541015625,0.0,3163.38916015625,0.0,0.0,4974.28515625,61.02239990234375,0.0,1867.3126220703125,91.46847534179688,1565.7689208984375,748.095458984375,465.1506652832031,3003.556640625,0.0,225.57791137695312,5099.458984375,2219.656982421875,3820.15087890625,0.0,0.0,3550.220458984375,0.0,415.5762939453125,2238.923095703125,0.0,2430.458251953125,0.0,0.0,2490.790771484375,0.0,284.8528137207031,281.3287353515625,294.1307373046875,80.64592742919922,66.66744232177734,74.58647155761719,1092.7261962890625,0.0,129.11412048339844,1608.8077392578125,0.0,73.34300231933594,0.0,0.0,1749.435302734375,0.0,436.8934326171875,255.34310913085932,28.776487350463867,519.413818359375,0.0,111.48391723632812,863.6900634765625,0.0,28.07506561279297,0.0,52.85716247558594,14.803558349609377,0.0,0.0,326.0780334472656
25,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.15185546875,0.0,1795.4503173828125,232.3847503662109,7811.60693359375,0.0,0.0,14854.6728515625,0.0,0.0,1626.4464111328125,1208.162109375,9476.5859375,0.0,0.0,10741.7783203125,5986.30908203125,0.0,5648.61083984375,5574.22900390625,6641.86279296875,0.0,0.0,14103.48046875,0.0,0.0,5167.5458984375,1872.9742431640625,3825.174560546875,0.0,0.0,9403.65625,2809.66015625,0.0,6871.74853515625,750.0029907226562,5326.1923828125,0.0,0.0,12469.6826171875,1681.8499755859375,0.0,2279.591064453125,0.0,6520.0009765625,0.0,0.0,10679.2060546875,0.0,2209.6923828125,2737.17626953125,0.0,5929.5771484375,1997.947265625,0.0,13880.6376953125,4096.18505859375,0.0,2739.484619140625,0.0,8002.568359375,0.0,0.0,9434.216796875,0.0,0.0,8645.671875,719.949462890625,5091.6455078125,494.1603393554688,0.0,10223.9072265625
26,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6457.39501953125,0.0,9750.068359375,0.0,13918.177734375,0.0,0.0,8739.2724609375,1965.2989501953125,0.0,5089.99755859375,4764.37890625,6468.068359375,0.0,0.0,10520.4619140625,0.0,0.0,7082.16552734375,0.0,1916.19580078125,120.75421905517578,0.0,7360.28369140625,0.0,0.0,3286.9443359375,0.0,8741.0009765625,0.0,0.0,6628.1533203125,0.0,0.0,10340.494140625,3874.055419921875,9047.75390625,0.0,0.0,12175.814453125,0.0,0.0,4919.201171875,0.0,6756.06591796875,0.0,0.0,6280.83251953125,0.0,0.0,5006.42919921875,0.0,4929.0244140625,879.02099609375,0.0,7196.5517578125,0.0,1511.9173583984375,1020.4332275390624,2949.748779296875,6692.28271484375,0.0,0.0,7503.24755859375,0.0,0.0,7835.30322265625,38.25691986083984,7444.60009765625,0.0,0.0,5267.68505859375
48,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,635.4061889648438,2582.0029296875,0.0,3296.756103515625,0.0,0.0,3124.885009765625,0.0,257.6415710449219,1208.7685546875,214.82058715820312,592.8150024414062,1243.7781982421875,829.4055786132812,1224.1917724609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.97720336914062,419.3674621582031,260.0077514648437,302.3981018066406,0.0,0.0,1102.4195556640625,0.0,274.16339111328125,209.0277099609375,45.32533264160156,416.4683532714844,0.0,101.85585021972656,627.747802734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.8415594100952148,0.0,125.23147583007812,340.3168640136719,0.0,283.2386474609375,959.7807006835938,0.0,2.185896873474121,0.0,0.0,0.0,0.0,0.0,17.22385025024414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.71400451660156,94.21726989746094,0.0,157.88731384277344,0.0,109.9880828857422,48.97237396240234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.962118148803711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
